FIT101,LIT101, MV101,P101,P102, AIT201,AIT202,AIT203,FIT201,Attack
0,813.7097,1,1,1,262.5609,8.464369,318.4312,0,0
0,814.1022,1,1,1,262.5609,8.464369,318.4312,0,0
0,813.9844,1,1,1,262.5609,8.464369,318.4312,0,0
0,813.9452,1,1,1,262.5609,8.464369,318.5337,0,0
0,814.0237,1,1,1,262.5609,8.464369,318.585,0,0
0,814.0237,1,1,1,262.5609,8.464369,318.585,0,0
0,814.1807,1,1,1,262.5609,8.464369,318.585,0,0
0,814.22,1,1,1,262.5609,8.464369,318.585,0,0
0,813.8275,1,1,1,262.5609,8.464369,318.585,0,0
0,814.5732,1,1,1,262.5609,8.464369,318.585,0,0
0,814.3377,1,1,1,262.5609,8.464369,318.585,0,0
0,814.4948,1,1,1,262.5609,8.464369,318.585,0,0
0,814.6125,1,1,1,262.5609,8.464369,318.585,0,0
0,815.005,1,1,1,262.5609,8.464369,318.585,0,0
0,815.3975,1,1,1,262.5609,8.464369,318.585,0,0
0,815.5153,1,1,1,262.5609,8.464369,318.585,0,0
0,815.3583,1,1,1,262.5609,8.464369,318.585,0,0
0,815.9471,1,1,1,262.5609,8.464369,318.585,0,0
0,815.5938,1,1,1,262.5609,8.464369,318.585,0,0
0,815.8686,1,1,1,262.5609,8.464369,318.585,0,0
0,815.8686,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.5938,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.8686,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.5546,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.5153,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.7508,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.7901,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.9863,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.6723,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.6723,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.5546,1,1,1,262.5609,8.464369,318.6363,0,0
0,815.6723,1,1,1,262.5609,8.464369,318.9182,0,0
0,815.2798,1,1,1,262.5609,8.464369,318.9438,0,0
0,815.2798,1,1,1,262.5609,8.464369,318.9438,0,0
0,815.2013,1,1,1,262.5609,8.464369,318.8413,0,0
0,814.8873,1,1,1,262.5609,8.464369,318.6619,0,0
0,814.8088,1,1,1,262.5609,8.464369,318.6619,0,0
0,815.2798,1,1,1,262.5609,8.462446,318.6619,0,0
0,815.005,1,1,1,262.5609,8.462446,318.6619,0,0
0,815.4761,1,1,1,262.5609,8.462446,318.6619,0,0
0,815.4761,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.4761,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.1228,1,1,1,262.5609,8.462446,318.8413,0,0
0,814.8873,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.2013,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.0835,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.0835,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.005,1,1,1,262.5609,8.462446,318.8413,0,0
0,815.2013,1,1,1,262.5609,8.463728,318.8413,0,0
0,815.162,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.3583,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.162,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.2013,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.319,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.2013,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.1228,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.1228,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.1228,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.1228,1,1,1,262.5609,8.46501,318.8413,0,0
0,815.005,1,1,1,262.5609,8.46501,318.8413,0,0
0,814.7695,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.6125,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.4162,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.377,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.22,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.2985,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.3377,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.6125,1,1,1,262.6891,8.46501,318.8413,0,0
0,814.6125,1,1,1,262.6891,8.462767,318.8413,0,0
0,814.534,1,1,1,262.6891,8.462767,318.8413,0,0
0,814.5732,1,1,1,262.6891,8.462767,318.8413,0,0
0,814.534,1,1,1,262.6891,8.462767,318.8413,0,0
0,814.534,1,1,1,262.6891,8.462767,318.8413,0,0
0,814.8873,1,1,1,262.6891,8.463408,318.8413,0,0
0,814.7695,1,1,1,262.6891,8.463728,318.8413,0,0
0,814.7695,1,1,1,262.6891,8.463728,318.8413,0,0
0,814.9658,1,1,1,262.5288,8.464369,318.8413,0,0
0,815.319,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.1228,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.5153,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.5546,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.5546,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.5153,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.319,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.7508,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.7115,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.7508,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.3975,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.0835,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.319,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.5153,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.0835,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.0835,1,1,1,262.5288,8.464369,318.9695,0,0
0,815.0835,1,1,1,262.5288,8.464369,318.9695,0,0
0,814.8873,1,1,1,262.5288,8.464369,318.9695,0,0
0,814.5732,1,1,1,262.7211,8.464369,318.9695,0,0
0,814.2985,1,1,1,262.7211,8.464369,318.9695,0,0
0,814.2985,1,1,1,262.7211,8.464369,318.9695,0,0
0,814.4162,1,1,1,262.7211,8.464369,318.9695,0,0
0,814.22,1,1,1,262.7211,8.464369,318.9695,0,0
0,814.3377,1,1,1,262.7211,8.464369,318.9695,0,0
0,813.9844,1,1,1,262.4968,8.464369,318.9695,0,0
0,813.7882,1,1,1,262.4968,8.464369,318.9695,0,0
0,813.9452,1,1,1,262.4968,8.464369,318.9695,0,0
0,814.1022,1,1,1,262.4968,8.464369,319.3027,0,0
0,813.9452,1,1,1,262.4968,8.464369,319.3027,0,0
0,813.7489,1,1,1,262.4968,8.464369,319.3027,0,0
0,813.9059,1,1,1,262.4968,8.464369,319.3027,0,0
0,813.7882,1,1,1,262.4968,8.464369,319.2771,0,0
0,813.9059,1,1,1,262.4968,8.465651,319.2258,0,0
0,813.6312,1,1,1,262.4968,8.465651,319.072,0,0
0,813.5919,1,1,1,262.6891,8.465651,319.072,0,0
0,813.3956,1,1,1,262.6891,8.465651,319.072,0,0
0,814.0237,1,1,1,262.6891,8.465651,319.072,0,0
0,813.9844,1,1,1,262.6891,8.465651,319.072,0,0
0,813.7489,1,1,1,262.6891,8.465651,319.072,0,0
0,813.7489,1,1,1,262.6891,8.465651,319.072,0,0
0,813.8275,1,1,1,262.6891,8.465651,319.072,0,0
0,813.5134,1,1,1,262.6891,8.465651,319.072,0,0
0,813.7489,1,1,1,262.6891,8.465651,319.072,0,0
0,813.5919,1,1,1,262.6891,8.465651,319.072,0,0
0,813.7882,1,1,1,262.6891,8.465651,319.072,0,0
0,813.7882,1,1,1,262.6891,8.465651,319.072,0,0
0,813.6312,1,1,1,262.4648,8.465651,319.072,0,0
0,813.5134,1,1,1,262.4648,8.466612,319.072,0,0
0,813.9059,1,1,1,262.4648,8.467573,319.072,0,0
0,814.2985,1,1,1,262.4648,8.467573,319.072,0,0
0,814.1415,1,1,1,262.5609,8.467573,319.072,0,0
0,814.1022,1,1,1,262.6891,8.467573,319.072,0,0
0,814.1022,1,1,1,262.6891,8.467573,319.072,0,0
0,814.3377,1,1,1,262.6891,8.467573,319.072,0,0
0,814.6125,1,1,1,262.6891,8.470778,319.072,0,0
0,814.6125,1,1,1,262.6891,8.470778,319.072,0,0
0,814.5732,1,1,1,262.5288,8.470778,319.072,0,0
0,814.7302,1,1,1,262.5288,8.470778,319.072,0,0
0,814.7695,1,1,1,262.5288,8.468214,319.072,0,0
0,814.4948,1,1,1,262.5288,8.468214,319.072,0,0
0,814.4948,1,1,1,262.5288,8.468214,319.072,0,0
0,815.005,1,1,1,262.5288,8.468214,319.072,0,0
0,814.9658,1,1,1,262.5288,8.468214,319.0977,0,0
0,815.005,1,1,1,262.5288,8.468214,319.1489,0,0
0,814.9265,1,1,1,262.5288,8.468214,319.1746,0,0
0,815.2013,1,1,1,262.6891,8.468214,319.2771,0,0
0,815.005,1,1,1,262.7211,8.468214,319.2771,0,0
0,815.005,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.9658,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.9658,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.9658,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.8088,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.6125,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.534,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.1807,1,1,1,262.7211,8.466612,319.2771,0,0
0,814.1415,1,1,1,262.5288,8.466612,319.2771,0,0
0,814.5732,1,1,1,262.5288,8.466612,319.2771,0,0
0,814.3377,1,1,1,262.5288,8.466612,319.2771,0,0
0,813.8275,1,1,1,262.5288,8.466612,319.2771,0,0
0,814.1022,1,1,1,262.5288,8.466612,319.2771,0,0
0,814.3377,1,1,1,262.5288,8.466612,319.2771,0,0
0,814.377,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.4162,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.2985,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.0237,1,1,1,262.5288,8.46501,319.2771,0,0
0,813.9452,1,1,1,262.5288,8.46501,319.2771,0,0
0,813.9059,1,1,1,262.5288,8.46501,319.2771,0,0
0,813.9844,1,1,1,262.5288,8.46501,319.2771,0,0
0,813.8275,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.22,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.22,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.3377,1,1,1,262.5288,8.46501,319.2771,0,0
0,814.7695,1,1,1,262.5288,8.466932,319.2771,0,0
0,814.6125,1,1,1,262.5288,8.466932,319.2771,0,0
0,814.2985,1,1,1,262.7211,8.466932,319.2771,0,0
0,814.1807,1,1,1,262.7211,8.466932,319.2771,0,0
0,814.6125,1,1,1,262.7211,8.466932,319.4053,0,0
0,814.534,1,1,1,262.7211,8.466932,319.4053,0,0
0,814.8088,1,1,1,262.7211,8.46533,319.4053,0,0
0,815.1228,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.0835,1,1,1,262.5609,8.46533,319.4053,0,0
0,814.9658,1,1,1,262.5609,8.46533,319.4053,0,0
0,814.8873,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.0835,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.2798,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.5153,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.162,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.005,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.005,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.319,1,1,1,262.5609,8.46533,319.4053,0,0
0,815.2798,1,1,1,262.657,8.46533,319.4053,0,0
0,815.4761,1,1,1,262.657,8.46533,319.4053,0,0
0,815.5938,1,1,1,262.657,8.46533,319.4053,0,0
0,815.4761,1,1,1,262.657,8.46533,319.4053,0,0
0,815.4761,1,1,1,262.657,8.46533,319.4053,0,0
0,815.4761,1,1,1,262.657,8.46533,319.4053,0,0
0,815.319,1,1,1,262.657,8.46533,319.4053,0,0
0,815.5153,1,1,1,262.657,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.657,8.46533,319.4053,0,0
0,815.5153,1,1,1,262.657,8.46533,319.4053,0,0
0,815.3583,1,1,1,262.657,8.46533,319.5334,0,0
0,815.5153,1,1,1,262.657,8.46533,319.5334,0,0
0,815.5938,1,1,1,262.657,8.46533,319.5334,0,0
0,815.4761,1,1,1,262.657,8.46533,319.5334,0,0
0,815.3583,1,1,1,262.657,8.46533,319.5334,0,0
0,815.319,1,1,1,262.657,8.46533,319.5334,0,0
0,815.319,1,1,1,262.657,8.46533,319.5334,0,0
0,815.3975,1,1,1,262.657,8.46533,319.5334,0,0
0,815.1228,1,1,1,262.657,8.46533,319.5334,0,0
0,815.0835,1,1,1,262.657,8.46533,319.5334,0,0
0,815.3975,1,1,1,262.657,8.46533,319.5334,0,0
0,815.2798,1,1,1,262.657,8.46533,319.5334,0,0
0,815.2013,1,1,1,262.657,8.46533,319.5334,0,0
0,815.4761,1,1,1,262.657,8.46533,319.5334,0,0
0,815.2013,1,1,1,262.657,8.46533,319.5334,0,0
0,815.0835,1,1,1,262.657,8.46533,319.5334,0,0
0,814.8088,1,1,1,262.657,8.46533,319.5334,0,0
0,814.7302,1,1,1,262.657,8.46533,319.5334,0,0
0,814.7302,1,1,1,262.657,8.46533,319.5334,0,0
0,814.8088,1,1,1,262.657,8.46533,319.5334,0,0
0,814.9265,1,1,1,262.657,8.46533,319.5334,0,0
0,814.8088,1,1,1,262.657,8.46533,319.5334,0,0
0,815.162,1,1,1,262.657,8.46533,319.5334,0,0
0,815.0835,1,1,1,262.657,8.46533,319.5334,0,0
0,814.8873,1,1,1,262.625,8.46533,319.5334,0,0
0,815.1228,1,1,1,262.625,8.46533,319.5334,0,0
0,815.3583,1,1,1,262.625,8.46533,319.5334,0,0
0,815.2798,1,1,1,262.625,8.46533,319.5334,0,0
0,815.319,1,1,1,262.625,8.46533,319.5334,0,0
0,815.162,1,1,1,262.625,8.46533,319.5334,0,0
0,815.2798,1,1,1,262.625,8.46533,319.5334,0,0
0,815.3975,1,1,1,262.625,8.46533,319.6616,0,0
0,815.3975,1,1,1,262.625,8.46533,319.6616,0,0
0,814.9658,1,1,1,262.625,8.46533,319.6616,0,0
0,815.3583,1,1,1,262.625,8.46533,319.6616,0,0
0,815.0835,1,1,1,262.625,8.46533,319.6616,0,0
0,814.9658,1,1,1,262.625,8.46533,319.6616,0,0
0,815.3975,1,1,1,262.625,8.46533,319.6616,0,0
0,815.5153,1,1,1,262.625,8.46533,319.6616,0,0
0,815.3583,1,1,1,262.625,8.46533,319.6616,0,0
0,815.3583,1,1,1,262.625,8.46533,319.6616,0,0
0,815.319,1,1,1,262.625,8.46533,319.6616,0,0
0,815.2013,1,1,1,262.625,8.46533,319.6616,0,0
0,815.162,1,1,1,262.625,8.46533,319.6616,0,0
0,815.319,1,1,1,262.625,8.46533,319.6616,0,0
0,815.162,1,1,1,262.625,8.46533,319.6616,0,0
0,815.2013,1,1,1,262.625,8.46533,319.6616,0,0
0,815.2013,1,1,1,262.625,8.46533,319.6616,0,0
0,815.005,1,1,1,262.625,8.46533,319.6616,0,0
0,814.8873,1,1,1,262.625,8.46533,319.6616,0,0
0,814.9265,1,1,1,262.625,8.46533,319.6616,0,0
0,815.319,1,1,1,262.625,8.46533,319.7385,0,0
0,815.5546,1,1,1,262.625,8.463408,319.7385,0,0
0,815.5938,1,1,1,262.625,8.463408,319.7385,0,0
0,815.162,0,1,1,262.625,8.463408,319.7385,0,0
0,815.2013,0,1,1,262.625,8.463408,319.7385,0,0
0,815.3975,0,1,1,262.625,8.466612,319.7385,0,0
0,815.319,0,1,1,262.625,8.466612,319.7385,0,0
0.0080069,814.7695,0,1,1,262.625,8.466612,319.7385,0,0
0.0877558,814.5732,0,1,1,262.625,8.466612,319.7385,0,0
0.2783205,814.4948,0,1,1,262.625,8.46533,319.7385,0,0
0.554399,814.4948,0,1,1,262.625,8.463408,319.7385,0,0
0.9211158,814.5732,2,1,1,262.625,8.463408,319.7385,0,0
1.323063,814.4948,2,1,1,262.625,8.463408,319.7385,0,0
1.614835,814.4948,2,1,1,262.625,8.463408,319.7385,0,0
1.958492,814.377,2,1,1,262.625,8.463408,319.7385,0,0
2.198059,814.6125,2,1,1,262.625,8.463408,319.7385,0,0
2.335138,814.534,2,1,1,262.625,8.463408,319.7385,0,0
2.428338,814.691,2,1,1,262.625,8.463728,319.7385,0,0
2.477981,814.8088,2,1,1,262.625,8.46501,319.7385,0,0
2.495916,815.005,2,1,1,262.625,8.46501,319.7385,0,0
2.468693,815.5153,2,1,1,262.625,8.46533,319.7385,0,0
2.459085,815.7115,2,1,1,262.625,8.46533,319.7385,0,0
2.444031,815.4761,2,1,1,262.625,8.46533,319.7385,0,0
2.428979,815.9471,2,1,1,262.625,8.46533,319.7385,0,0
2.424174,816.1041,2,1,1,262.625,8.46533,319.7385,0,0
2.424174,816.3788,2,1,1,262.625,8.46533,319.7385,0,0
2.447234,816.8499,2,1,1,262.625,8.46533,319.7385,0,0
2.493675,817.6742,2,1,1,262.625,8.46533,319.7385,0,1
2.535951,817.949,2,1,1,262.625,8.46533,319.7385,0,1
2.535951,817.949,2,1,1,262.625,8.46533,319.7385,0,1
2.5699,818.4592,2,1,1,262.625,8.46533,319.7385,0,1
2.610575,818.8911,2,1,1,262.625,8.46533,319.7385,0,1
2.635557,818.6948,2,1,1,262.625,8.46533,319.9436,0,1
2.657336,819.3228,2,1,1,262.625,8.46533,319.9436,0,1
2.663741,819.7938,2,1,1,262.625,8.46533,319.9436,0,1
2.641642,820.0686,2,1,1,262.625,8.46533,319.9436,0,1
2.629792,820.4611,2,1,1,262.625,8.46533,319.9436,0,1
2.621145,821.2855,2,1,1,262.625,8.46533,319.7898,0,1
2.612497,821.2855,2,1,1,262.625,8.46533,319.7898,0,1
2.601928,821.4817,2,1,1,262.625,8.46533,319.7898,0,1
2.585274,821.8743,2,1,1,262.625,8.46533,319.7898,0,1
2.566698,822.2275,2,1,1,262.625,8.46533,319.7898,0,1
2.554847,822.777,2,1,1,262.625,8.46533,319.7898,0,1
2.542036,823.0518,2,1,1,262.625,8.46533,319.7898,0,1
2.526022,823.7976,2,1,1,262.625,8.46533,319.7898,0,1
2.503923,824.5042,2,1,1,262.625,8.46533,319.7898,0,1
2.491432,824.5042,2,1,1,262.625,8.46533,319.7898,0,1
2.475098,824.936,2,1,1,262.625,8.46533,319.7898,0,1
2.455241,825.2892,2,1,1,262.625,8.46533,319.7898,0,1
2.441149,825.3677,2,1,1,262.625,8.46533,319.7898,0,1
2.428658,825.9173,2,1,1,262.625,8.46533,319.7898,0,1
2.425135,826.3491,2,1,1,262.625,8.46533,319.7898,0,1
2.425135,826.6631,2,1,1,262.625,8.46533,319.7898,0,1
2.43026,827.8799,2,1,1,262.625,8.46533,319.7898,0,1
2.483105,828.7042,2,1,1,262.625,8.46533,319.7898,0,1
2.519937,829.2145,2,1,1,262.625,8.461164,319.7898,0,1
2.563174,829.9211,2,1,1,262.625,8.460524,319.7898,0,1
2.596163,830.3921,2,1,1,262.625,8.460524,319.7898,0,1
2.630112,831.2949,2,1,1,262.625,8.460524,319.7898,0,1
2.641963,832.08,2,1,1,262.625,8.460524,319.7898,0,1
2.649649,832.551,2,1,1,262.625,8.460524,319.7898,0,1
2.639721,833.2576,2,1,1,262.625,8.460524,319.7898,0,1
2.618582,833.7286,2,1,1,262.625,8.460524,319.7898,0,1
2.609935,834.4351,2,1,1,262.625,8.460524,319.7898,0,1
2.603209,834.9454,2,1,1,262.625,8.460524,319.7898,0,1
2.593281,835.338,2,1,1,262.625,8.460524,319.7898,0,1
2.56926,836.0052,2,1,1,262.625,8.460524,319.7898,0,1
2.554527,836.1622,2,1,1,262.625,8.460524,319.8154,0,1
2.538833,836.3585,2,1,1,262.625,8.460524,319.8667,0,1
2.524101,836.3978,2,1,1,262.625,8.462767,319.8667,0,1
2.506485,836.3978,2,1,1,262.625,8.462767,319.8667,0,1
2.493675,836.7118,2,1,1,262.625,8.462767,319.8667,0,1
2.477981,837.2614,2,1,1,262.625,8.462767,319.8667,0,1
2.462287,837.6539,2,1,1,262.625,8.462767,319.8667,0,1
2.447234,838.2427,2,1,1,262.625,8.462767,319.8667,0,1
2.432181,838.6744,2,1,1,262.625,8.463728,319.8667,0,1
2.428018,839.3025,2,1,1,262.625,8.46533,320.0461,0,1
2.428018,839.3025,2,1,1,262.625,8.46533,320.0461,0,1
2.444031,839.695,2,1,1,262.625,8.46533,320.0461,0,1
2.496237,839.3025,2,1,1,262.625,8.46533,320.0461,0,1
2.528264,840.0483,2,1,1,262.625,8.46533,320.0461,0,1
2.575345,840.7941,2,1,1,262.625,8.46533,320.0461,0,1
2.60481,841.4221,2,1,1,262.625,8.46533,320.0461,0,1
2.636198,842.0502,2,1,1,262.625,8.46533,320.0461,0,1
2.65061,842.6782,2,1,1,262.625,8.46533,320.0461,0,1
2.654133,843.424,2,1,1,262.625,8.46533,320.0461,0,1
2.654133,843.8558,2,1,1,262.625,8.46533,320.0461,0,1
2.628511,844.7586,2,1,1,262.625,8.46533,320.0461,0,1
2.620824,844.9156,2,1,1,262.625,8.46533,320.0461,0,1
2.606412,845.5829,2,1,1,262.625,8.46533,320.0461,0,1
2.593601,846.0147,2,1,1,262.625,8.46533,320.0461,0,1
2.5699,846.682,2,1,1,262.625,8.46533,320.0461,0,1
2.549723,846.9568,2,1,1,262.625,8.46533,320.0461,0,1
2.528264,847.7418,2,1,1,262.625,8.46533,320.0461,0,1
2.516414,848.1343,2,1,1,262.625,8.46533,320.0461,0,1
2.496877,848.6839,2,1,1,262.625,8.46533,320.0461,0,1
2.481504,849.5082,2,1,1,262.625,8.46533,320.0461,0,1
2.461006,849.8222,2,1,1,262.625,8.46533,320.2,0,1
2.449156,850.8035,2,1,1,262.625,8.46533,320.2,0,1
2.433462,851.0391,2,1,1,262.625,8.46533,320.2,0,1
2.433462,851.0391,2,1,1,262.625,8.46533,320.2,0,1
2.427057,851.5101,2,1,1,262.625,8.46533,320.2,0,1
2.427057,851.9811,2,1,1,262.625,8.46533,320.2,0,1
2.438267,852.7662,2,1,1,262.625,8.46533,319.9949,0,1
2.480223,853.0802,2,2,1,262.625,8.46533,319.9949,0,1
2.524101,854.3363,2,2,1,262.625,8.46533,319.9949,0,1
2.563174,855.0036,2,2,1,262.625,8.46533,319.9949,0.0203761,1
2.60417,855.5531,2,2,1,262.625,8.46533,319.9949,0.1724922,1
2.628511,855.8279,2,2,1,262.625,8.46533,319.9949,0.4093166,1
2.654774,856.77,2,2,1,263.9067,8.46533,320.2,0.7616057,1
2.660859,857.1232,2,2,1,264.4194,8.46533,320.7639,1.252683,1
2.652532,857.6728,2,2,1,264.4194,8.46533,320.969,1.414539,1
2.641322,857.9475,2,2,1,264.4194,8.464048,321.6098,1.852177,1
2.625949,858.3793,2,2,1,264.4194,8.460203,322.3532,2.185115,1
2.621145,858.6934,2,2,1,264.4194,8.458601,323.1223,2.298401,1
2.609615,858.8896,2,2,1,264.4194,8.451231,324.3271,2.373242,1
2.590398,858.8503,2,2,1,265.0282,8.449949,325.455,2.418736,1
2.572142,858.8896,2,2,1,265.1884,8.443541,326.5829,2.441034,1
2.559651,859.1644,2,2,1,265.1884,8.439375,327.7365,2.462179,1
2.542356,859.5176,2,2,1,264.2592,8.434889,328.7618,2.46487,1
2.525702,859.6354,2,2,1,263.8105,8.429762,329.6591,2.466665,1
2.510329,860.1457,2,2,1,263.8105,8.425276,330.5306,2.466665,1
2.499439,859.7139,2,2,1,263.8105,8.42111,330.9921,2.466665,1
2.481504,859.8709,2,2,1,264.3232,8.416304,331.5047,2.466665,1
2.469654,860.1064,2,2,1,264.3232,8.414381,331.8893,2.466665,1
2.450758,860.4597,2,2,1,264.3232,8.410856,332.3507,2.466665,1
2.437946,860.499,2,2,1,263.8426,8.407652,332.6327,2.465767,1
2.427377,860.6559,2,2,1,263.8426,8.403486,332.889,2.46423,1
2.426416,860.5382,2,2,1,263.6824,8.403486,332.9915,2.46423,1
2.434744,860.3027,2,2,1,263.362,8.399641,333.1197,2.466665,1
2.487589,860.9307,2,2,1,263.362,8.398359,333.171,2.469228,1
2.531467,861.0878,2,2,1,263.362,8.398359,333.3761,2.469228,1
2.567658,861.0093,2,2,1,263.362,8.398039,333.4786,2.469228,1
2.606091,860.6167,2,2,1,263.2979,8.393873,333.4786,2.469228,1
2.633635,860.8522,2,2,1,263.0095,8.393873,333.4786,2.469228,1
2.654133,860.8915,2,2,1,262.9454,8.393873,333.4786,2.469228,1
2.664382,860.8915,2,2,1,262.9454,8.393873,333.4786,2.469228,1
2.664382,861.127,2,2,1,262.9454,8.393873,333.4786,2.467818,1
2.63876,861.2055,2,2,1,262.9454,8.393873,333.6837,2.467818,1
2.630753,860.8915,2,2,1,262.9454,8.393873,333.6837,2.467818,1
2.625628,861.0878,2,2,1,262.9454,8.393873,333.6837,2.467818,1
2.617942,860.813,2,2,1,262.9454,8.393873,333.6837,2.467818,1
2.596483,860.6167,2,2,1,262.9454,8.393873,333.6837,2.467818,1
2.58111,860.4205,2,2,1,262.9454,8.392271,333.4786,2.46769,1
2.55837,860.2634,2,2,1,262.9454,8.39163,333.4273,2.466024,1
2.542356,860.4205,2,2,1,262.9454,8.39163,333.4273,2.466024,1
2.521538,860.4205,2,2,1,262.9454,8.39163,333.4273,2.466024,1
2.504884,860.5382,2,2,1,262.9454,8.39163,333.4273,2.466024,1
2.489511,860.7345,2,2,1,262.8813,8.39163,333.4273,2.466024,1
2.484707,860.3027,2,2,1,262.8813,8.39163,333.4017,2.466793,1
2.46581,860.2242,2,2,1,262.8813,8.39163,333.3504,2.466793,1
2.457163,859.9102,2,2,1,262.8813,8.39163,333.2479,2.466793,1
2.441469,859.8709,2,2,1,262.8813,8.39163,333.2479,2.466793,1
2.428338,859.4784,2,2,1,262.8813,8.39163,333.2479,2.466793,1
2.428338,859.2821,2,2,1,262.6891,8.39163,333.2479,2.466793,1
2.428338,859.2429,2,2,1,262.6891,8.39163,333.2479,2.464486,1
2.455562,859.6747,2,2,1,262.6891,8.39163,333.2479,2.463589,1
2.500721,859.0466,2,2,1,262.6891,8.39163,333.2479,2.463589,1
2.539154,859.0466,2,2,1,262.6891,8.39163,332.9659,2.463589,1
2.579188,858.7719,2,2,1,262.6891,8.390669,332.8377,2.463589,1
2.618903,858.7326,2,2,1,262.6891,8.390669,332.8377,2.463589,1
2.649649,858.4971,2,2,1,262.6891,8.390669,332.8377,2.463589,1
2.659578,858.7719,2,2,1,262.6891,8.390669,333.0172,2.463589,1
2.663421,858.7326,2,2,1,262.6891,8.390669,333.0172,2.466536,1
2.640361,858.9288,2,2,1,262.5609,8.390669,333.0172,2.467433,1
2.640361,858.9288,2,2,1,262.5609,8.390669,333.0172,2.467433,1
2.623387,859.7139,2,2,1,262.5609,8.390669,332.9659,2.46769,1
2.623387,859.6747,2,2,1,262.5609,8.390669,332.8634,2.46769,1
2.619223,860.1457,2,2,1,262.5609,8.390669,332.8634,2.46769,1
2.60481,859.9494,2,2,1,262.5609,8.390669,332.8634,2.4691,1
